Descricao;Unidade
AR CONDICIONADO - SUPORTE CONDENSADORA 30 A 36 BTU (580MM) C/ MAO FRANCESA;UN
AR CONDICIONADO - SUPORTE CONDENSADORA 36 A 60 BTU (580MM) C/ MAO FRANCESA;UN
AR CONDICIONADO - SUPORTE EVAPORADORA PISO/TETO 30 A 36 BTU TIPO PE GALINHA;UN
AR CONDICIONADO - SUPORTE EVAPORADORA PISO/TETO 36 A 90 BTU TIPO PE GALINHA;PC
AR CONDICIONADO - SUPORTE ** CALÇO ** BASE DE MAQUINAS DE AR;UN
AR CONDICIONADO - SUPORTE PARA TELHADO;UN
AR CONDICIONADO - TUBO COBRE 1/4 (MT);PC
AR CONDICIONADO - TUBO COBRE 3/8 (MT);MT
AR CONDICIONADO - TUBO COBRE 1/2 (MT);PC
AR CONDICIONADO - TUBO COBRE 5/8 (MT);PC
AR CONDICIONADO - TUBO COBRE 7/8 (MT);PC
AR CONDICIONADO - TUBO COBRE 3/4 (MT);MT
AR CONDICIONADO - FLANGEADOR VLCH COM CATRACA;PC
AR CONDICIONADO - REGULADOR DE NITROGÊNIO ALTA PRESSÃO - 4500PSI;UN
AR CONDICIONADO - GÁS R22;PC
AR CONDICIONADO - GAS R410A;UN
AR CONDICIONADO - PLACA EVAPORADORA;PC
AR CONDICIONADO - SENSOR DE TEMPERATURA PARA EVAPORADORA - CCST12QF;PC
ARALDITE RAPIDO HOBBY * CHING LING *;PC
ARAME GALVANIZADO 12 BWG;PC
ARAME GALVANIZADO 14 BWG;KG
ARAME GALVANIZADO 16 BWG;KG
ARAME GALVANIZADO 18 BWG;KG
ARANDELA ** JUNCO ** (26X21 - CARAMELO);PC
ARANDELA ** JUNCO ** C BARRADO (25X21 - CARAMELO);PC
ARANDELA ** JUNCO ** QUADRADA;PC
ARANDELA ** JUNCO ** REDONDA;PC
ARANDELA ** LINHA MADEIRA ** OSLO P TOCHA - TABACO;PC
ARANDELA 2 FOCOS / LAMP G9 - BR;PC
ARANDELA 2 FOCOS / LAMP G9 - MR;PC
ARANDELA 2 FOCOS / LAMP G9 - PT;PC
ARANDELA 2 FOCOS / LAMP G9 - PT C/ BASE;PC
ARANDELA 2 FRISOS + 2 FOCOS / LAMP SOQ E-27 - BR (10 X 30CM);PC
ARANDELA 2 FRISOS + 2 FOCOS / LAMP SOQ E-27 - PT (08 X 30CM);PC
ARANDELA 2 FRISOS + 2 FOCOS / LAMP SOQ E-27 - PT (10 X 30CM);PC
ARANDELA 2 FRISOS + 2 FOCOS / LAMP SOQ G9 *** SLIM *** - PT (12 X 12 X 4);UN
ARANDELA 2 FRISOS + 2 FOCOS / LAMP SOQ G9 - BR (10 X 15CM);PC
ARANDELA 2 FRISOS + 2 FOCOS / LAMP SOQ G9 - MR (10 X 15CM);PC
ARANDELA 2 FRISOS + 2 FOCOS / LAMP SOQ G9 - PT (10 X 15CM);PC
ARANDELA CALHA 1 LAMP. - FOSCA 5002;PC
ARANDELA CALHA 1 LAMP. - XADREZ 5100;PC
ARANDELA CALHA 2 LAMP. - REF. 5200;UN
ARANDELA CAMARIM 1 LAMP. - REF. 5401;PC
ARANDELA CAMARIM 2 LAMP. - REF. 5402;PC
ARANDELA COLONIAL - ALUMINIO QUADRADA MEIA FACE - PT;PC
ARANDELA COLONIAL - CLASS TOULAUSE ( OURO VELHO - PEQ );PC
ARANDELA COLONIAL - LILE ALUMINIO ( PT - GRD );PC
ARANDELA COLONIAL - LILE ALUMINIO ( PT - PEQ );PC
ARANDELA COLONIAL - SEXTAVADA ALUMINIO CLASS *** NICE - ROMA *** ( PT - PEQ );PC
ARANDELA ELEGANCE ****LED**** 3000K 3W - PT;PC
ARANDELA LED 4W MULTIFOCO - BR;PC
ARANDELA LED 4W MULTIFOCO - PT;PC
ARANDELA LED FLAT * RETANGULAR * 12W - BF;PC
ARANDELA LED P LEITURA 3W - BR;UN
ARANDELA LED REDONDA SOBREPOR LUZ INDIRETA 12W 3000K;PC
ARANDELA LED REDONDA SOBREPOR LUZ INDIRETA 12W 6500K;PC
ARANDELA LED SCALENUS * TRIANGULAR * 12W - BF;PC
ARANDELA PAREDE P/ GLOBO B-10 - BR;PC
ARANDELA PAREDE P/ GLOBO B-10 - PT;PC
ARANDELA QUADR. ALUMINIO G9 - BR - REF. 5301;PC
ARANDELA QUADR. ALUMINIO G9 - PT - REF. 5313;PC
ARANDELA QUADRADA 3 VIDROS - BR;PC
ARANDELA QUADRADA 3 VIDROS - CAFE;PC
ARANDELA QUADRADA 3 VIDROS - PT;PC
ARANDELA QUADRADA 5 VIDROS - BR;PC
ARANDELA QUADRADA 5 VIDROS - CAFE;PC
ARANDELA QUADRADA 5 VIDROS - PT;PC
ARANDELA TRIANGULO - BR;PC
ARANDELA TRIANGULO - PT;PC
ARANDELA TRIANGULO - PT (PEQ);PC
AREIA FINA PARA REBOCO;UN
AREIA GROSSA;UN
ARIA CONJUNTO PLACA + INT. SIMPLES;PC
ARIA CONJUNTO PLACA + TOM. - 10A;PC
ARIA MODULO - CEGO;PC
ARIA MODULO - FURO;PC
ARIA MODULO INT. PARALELO;PC
ARIA MODULO INT. SIMPLES;PC
ARIA MODULO INT. BIPOLAR SIMPLES;PC
ARIA MODULO INT. CAMPAINHA;PC
ARIA MODULO INT. INTERMED.;PC
ARIA MODULO TOM. - 10A;PC
ARIA MODULO TOM. - 20A;PC
ARIA MODULO TOM. - 20A VERM.;PC
ARIA MODULO TOM. - RJ 11;PC
ARIA MODULO TOM. - RJ 45 ** CAT6 **;PC
ARIA PLACA 1 POSTO  PARA MÓVEIS;PC
ARIA PLACA 2 POSTOS  PARA MÓVEIS;PC
ARIA PLACA 4X2 - 1 SECAO;PC
ARIA PLACA 4X2 - 2 SECAO;PC
ARIA PLACA 4X2 - 3 SECAO;PC
ARIA PLACA 4X2 - CEGA;PC
ARIA PLACA 4X2 - FURO;PC
ARIA PLACA 4X4 - 2 SECAO;PC
ARIA PLACA 4X4 - 4 SECAO;PC
ARIA PLACA 4X4 - 6 SECAO;PC
ARIA PLACA 4X4 - CEGA;PC
ARMACAO SEM ROLDANA 1X1 - MEDIA;PC
ARMACAO SEM ROLDANA 2X2 - MEDIA;PC
ARMACAO SEM ROLDANA 3X3 - MEDIA;PC
ARMACAO SEM ROLDANA 4X4 - MEDIA;PC
ARMACAO SEM ROLDANA 1X1 - PESADA;PC
ARMACAO SEM ROLDANA 2X2 - PESADA;PC
ARMACAO SEM ROLDANA 3X3 PESADA;PC
ARMACAO SEM ROLDANA 4X4 PESADA;UN
ARREBITE 34.8 X 10 MM;PC
ARREBITE 6.2 X 16 MM;PC
ARRUELA LISA PEQUENA - 1/8;PC
ARRUELA LISA PEQUENA - 1/4;PC
ARRUELA LISA PEQUENA - 5/16;PC
ARRUELA LISA PEQUENA - 3/8;PC
ARRUELA ACO PRES FURO 16.2MM 27.4MM 3.5;PC
ARRUELA DE PRESSAO 5/16'';PC
ARRUELA DE PRESSAO 5/8;PC
ARRUELA DE PRESSAO 3/8;PC
ARRUELA DE PRESSAO 1/4'';PC
ARRUELA FUNILEIRO 1/4 ZINCADA 38X2MM;PC
ARRUELA GALVANIZADA - 1/2;PC
ARRUELA GALVANIZADA - 3/4;PC
ARRUELA GALVANIZADA - 1 1/4;PC
ARRUELA GALVANIZADA - 1;PC
ARRUELA GALVANIZADA - 1 1/2;PC
ARRUELA GALVANIZADA - 2;PC
ARRUELA GALVANIZADA - 2 1/2 *ENCOMENDA*;PC
ARRUELA GALVANIZADA - 3;PC
ARRUELA GALVANIZADA - 4;PC
ARRUELA QUADRADA 50X5MM - FURO 18MM;PC
ARRUELA QUADRADA P/ PADRAO 38X38 - 5/8;PC
ARTICULADOR P/ SENSOR DE PRESENCA;PC
ASSENTO SANITARIO OVAL - BR;PC
AUTOMAÇAO - CONTROLADOR INTELBRAS ** WIFI + INTERRUPTOR ***;PC
AUTOMAÇAO - CONTROLADOR INTELBRAS - SONOFF ** WIFI **;PC
AUTOMAÇAO - CONTROLADOR COEL DIGITAL DE TEMPERATURA 1 SONDA 1 SAIDA;PC
AUTOMAÇAO - HOUSE CONTROL RESIDENCIAL ** CEREBRO ** ( WIFI - ONE V4.0 - BRANCO );PC
AUTOMAÇAO - INVERSOR 3CV CFW500A 220V;PC
AUTOMAÇAO - MULTIMEDIDOR MMW02 - 50/60HZ;PC
AUTOMAÇAO - TERMOSTATO CONTINENTAL DUPLEX;PC
AUTOMACAO - CONTROLADOR LOGICO PROGRAMAVEL WEG CLP CLIC02 12VCC 20HR;PC
B3/MG - CONJ CONTROLE DE VENTILADOR (300W 127V);UN
B3/MG - CONJ PLACA 4X2 + INTER. SIMPLES;UN
B3/MG - CONJ PLACA 4X2 + TOM. 10A;UN
B3/MG - MODULO ANTENA COAXIAL / TV;PC
B3/MG - MODULO CAMPAINHA CIGARRA;PC
B3/MG - MODULO CARREGADOR *USB* - 1A;PC
B3/MG - MODULO CEGO (CADA UNIDADE);PC
B3/MG - MODULO DIMER BIVOLT (300W 127V);UN
B3/MG - MODULO FURO (CADA UNIDADE);PC
B3/MG - MODULO INFORNATICA RJ 45 - CAT 5E;PC
B3/MG - MODULO INTERRUPTOR - SIMPLES;PC
B3/MG - MODULO INTERRUPTOR - PARALELO;PC
B3/MG - MODULO INTERRUPTOR - BIPOLAR;PC
B3/MG - MODULO INTERRUPTOR - INTERMEDIARIO;PC
B3/MG - MODULO INTERRUPTOR - PULSADOR;PC
B3/MG - MODULO TELEFONE RJ 11;PC
B3/MG - MODULO TOMADA NBR - 10A;PC
B3/MG - MODULO TOMADA NBR - 20A;PC
B3/MG - MODULO TOMADA NBR - 20A VERMELHA;PC
B3/MG - PLACA 4X2 - 1 SECAO;PC
B3/MG - PLACA 4X2 - 2 SECAO (DISTANCIADAS);PC
B3/MG - PLACA 4X2 - 3 SECAO;PC
B3/MG - PLACA 4X2 - CEGA;UN
B3/MG - PLACA 4X4 - 2 SECAO;PC
B3/MG - PLACA 4X4 - 4 SECAO;PC
B3/MG - PLACA 4X4 - 6 SECAO;PC
B3/MG - PLACA 4X4 - CEGA;UN
BALIZADOR LED EMBUTIR PISO PT 3W (3000K);PC
BALIZADOR LED SOBREPOR PT 2W (3000K);PC
BALIZADOR LED SOBREPOR PT 2W 120X120 (3000K);PC
BANCO CAPACITOR - CONTATOR CC25 (SUP. 05KVA X 220V - 12KVA X 380V E 440V);UN
BANCO CAPACITOR - CONTATOR CC43 (SUP. 10KVA X 220V - 20KVA X 380V E 440V);UN
BANCO CAPACITOR - CONTATOR CC63 (SUP. 15KVA X 220V - 30KVA X 380V E 440V);UN
BANCO CAPACITOR - UNIDADE CAPAC. TRIF. 2.5KLVA (220V);PC
BANCO CAPACITOR - UNIDADE CAPAC. TRIF. 2.5KVAR (440V) - MKP440-D-2.1;UN
BANCO CAPACITOR - UNIDADE CAPAC. TRIF. 5.0KLVA (220V);PC
BANCO CAPACITOR - UNIDADE CAPAC. TRIF. 5KVAR (440V) - MKP440-D-2.2;UN
BANCO CAPACITOR - UNIDADE CAPAC. TRIF. 10.0KVA (220V);PC
BANCO CAPACITOR - UNIDADE CAPAC. TRIF. 10KVAR (440V) - MKP440-D-8.3;UN
BANCO CAPACITOR - UNIDADE CAPAC. TRIF. 15KVAR (440V) - MKP440-D-12.5;UN
BANCO CAPACITOR - UNIDADE CAPAC. TRIF. 20KVAR (440V) - MKP440-D-16.7;UN
BARRAMENTO ESPECIAL 3 X 36 DIN MULTILAR C/ CA 450A;PC
BARRAMENTO ESPECIAL 3 X 72 DIN - KIT 100A ( PRONTO );UN
BARRAMENTO ESPECIAL 3 X 72 DIN - KIT 150A ( PRONTO );UN
BARRAMENTO ESPECIAL DIN - KIT 200A ( PRONTO CACA );PC
BARRAMENTO (ELEMENTO DE COBRE PARA CIRCUITO GRANDE) - 15 CM;PC
BARRAMENTO (ELEMENTO DE COBRE PARA CIRCUITO PEQUENO);PC
BARRAMENTO 2 X 18 DIN - KIT 100A;PC
BARRAMENTO 2 X 24 DIN - KIT 100A;PC
BARRAMENTO 2 X 32 DIN - KIT 100A;PC
BARRAMENTO 2 X 44 DIN - KIT 100A;PC
BARRAMENTO 3 X 18 DIN - KIT 100A;PC
BARRAMENTO 3 X 24 DIN - KIT 100A;PC
BARRAMENTO 3 X 32 DIN - KIT 100A;PC
BARRAMENTO 3 X 44 DIN - KIT 100A;PC
BARRAMENTO 3 X 44 DIN - KIT 150A;PC
BARRAMENTO 3 X 44 DIN - KIT 225A;PC
BARRAMENTO 3 X 56 DIN - KIT 225A;PC
BARRAMENTO DE NEUTRO - AZUL;PC
BARRAMENTO DE TERRA - VERDE;PC
BARRAMENTO DIN PENTE *1X 63A ( 6 DENTE );UN
BARRAMENTO DIN PENTE *1X 63A ( 9 DENTE );UN
BARRAMENTO DIN PENTE *1X 63A ( 12 DENTE );UN
BARRAMENTO DIN PENTE *1X 63A ( 18 DENTE );UN
BARRAMENTO DIN PENTE *2X 63A ( 6 DENTE );UN
BARRAMENTO DIN PENTE *2X 63A ( 9 DENTE );UN
BARRAMENTO DIN PENTE *2X 63A ( 12 DENTE );UN
BARRAMENTO DIN PENTE *2X 63A ( 18 DENTE );UN
BARRAMENTO DIN PENTE *3X 63A ( 6 DENTE );UN
BARRAMENTO DIN PENTE *3X 63A ( 9 DENTE );UN
BARRAMENTO DIN PENTE *3X 63A ( 12 DENTE );UN
BARRAMENTO DIN PENTE *3X 63A ( 18 DENTE );UN
BARRAMENTO DIN PENTE 1X 63A ( BARRA 1 MT );MT
BARRAMENTO DIN PENTE 2X 63A ( BARRA );MT
BARRAMENTO DIN PENTE 2X 80A ( BARRA );MT
BARRAMENTO DIN PENTE 3X 100A ( BARRA );UN
BARRAMENTO DIN PENTE 3X 63A ( BARRA );MT
BARRAMENTO DIN PENTE 3X 80A ( BARRA );MT
BARRAMENTO DIN PENTE 3X100A ( DENTE );UN
BARRAMENTO DIN PENTE ** (CONECTOR DE DERIVACAO - GENERICO 25MM) ** - FRONTAL;PC
BARRAMENTO DIN PENTE ** (CONECTOR DE DERIVACAO - GENERICO 25MM) ** - LATERAL;PC
BARRAMENTO DIN PENTE ** (CONECTOR DE DERIVACAO - GENERICO 50MM) ** - FRONTAL;PC
BARRAMENTO DIN PENTE ** CAPA PARA PROTECAO DE DENTES **;PC
BASE P/ RELE FOTOCELULA;PC
BASE PARA RELE AUXILIAR JNG HH;PC
BASE PCV ENC 10 P/ GLOBO EM POSTE 2;PC
BATERIA 9V P/MULTIMETRO ALCALINA;PC
BATERIA 9V P/MULTIMETRO ZINCO;PC
BATERIA 12V 7A ESTACIONARIA // NOBREAKS - ALARMES;UN
BATERIA 12V 7A PARA CENTRAL ALARME/CERCA ELETRICA ** NOVA **;PC
BATERIA 12V 9A PARA CENTRAL ALARME/CERCA ELETRICA;UN
BATERIA 12V 20A ** ESTACIONARIA **;UN
BATERIA 12V 45A ** ESTACIONARIA **;UN
BATERIA 12V 60A ** ESTACIONARIA **;UN
BATERIA 12V MINI CONTROLE PORTAO ALCALINA A23;PC
BATERIA PACK 11.1 12V 6*18650 4400MAH + CARREGADOR (ENCOMENDA HC);PC
BATERIA REDONDA CR2016 3V;UN
BATERIA REDONDA CR2025 3V;UN
BATERIA REDONDA CR2032 3V;PC
BATERIA REDONDA PR 48 1.45V;PC
BEBEDOURO DE AGUA COLORMAQ PREMIUM (NATURAL/GELADA) 110V/220V;PC
BOBINA DE MADEIRA GRANDE;PC
BOBINA DE MADEIRA MEDIA;PC
BOBINA DE MADEIRA PEQUENA;PC
BOBINA JNG 3TB 40/41/42 - 127V CJX-1;PC
BOBINA JNG 3TB 40/41/42 - 220V CJX-1;PC
BOBINA JNG 3TB 40/41/42 - 380V CJX-1;PC
BOBINA JNG 3TB 43/44 - 127V CJX-1;PC
BOBINA JNG 3TB 43/44 - 220V CJX-1;PC
BOBINA JNG 3TF 40/41/42 - 9-18- 24VCA CJX2;PC
BOBINA JNG 3TF 40/41/42 - 9-18-127VCA CJX2;PC
BOBINA JNG 3TF 40/41/42 - 9-18-220VCA CJX2;PC
BOBINA JNG 3TF 40/41/42 - 9-18-380VCA CJX2;PC
BOBINA JNG 3TF 43/44 - 25-32- 24V CJX2;PC
BOBINA JNG 3TF 43/44 - 25-32-127VCA CJX2;PC
BOBINA JNG 3TF 43/44 - 25-32-220VCA CJX2;PC
BOBINA JNG 3TF 43/44 - 25-32-380VCA CJX2;PC
BOBINA JNG CJX 46/47/48/49 - 220V CJX2;PC
BOBINA JNG CJX 50/51/52 - 127V CJX2;PC
BOBINA SCHNEIDER LXD 1B7 60HZ - 24V;PC
BOMBA - EXTER . DOSADOR CLORO EXATTA EX0107;UN
BOMBA - SUBMERSSA ** 0.33HP ** (3SG-M2-06 - 110V);RL
BOMBA - SUBMERSSA ** 0.33HP ** (3SG-M2-06 - 220V);PC
BOMBA - SUBMERSSA ** 0.33HP ** (3SG-QJD2-06 - 220V);PC
BOMBA - SUBMERSSA ** 0.5HP ** (3SG-M2-09 - 110V-M);PC
BOMBA - SUBMERSSA ** 0.5HP ** (3SG-M2-09 - 220V-M);PC
BOMBA - SUBMERSSA ** 0.5HP ** (3SG-QJD2-09 - 220V);PC
BOMBA - SUBMERSSA ** 1.0HP ** (4SG-QJD3-09 - 220V);PC
BOMBA - SUBMERSSA ** 1.5HP ** (4SG-QJD3-13 - 220V);PC
BOMBA - SUBMERSSA ** 3HP ** (4SG T7-19 - 220V);UN
BOMBA - SUBMERSSA ** 5HP ** (4SG T7-19 - 220V);UN
BORNE EMENDA RAPIDA 2 VIAS 2.5 - 10A;PC
BORNE / CONECTOR EMENDA ** WAGO ** (1ENT E 1SAIDA) 4MM - CINZA *GEN*;PC
BORNE / CONECTOR EMENDA ** WAGO ** (1ENT E 1SAIDA) 4MM - TRANSPARENTE;PC
BORNE / CONECTOR ** WAGO ** (EMENDA 2 POLOS) 4MM - CINZA;PC
BORNE / CONECTOR ** WAGO ** (EMENDA 3 POLOS) 4MM - CINZA;PC
BORNE / CONECTOR ** WAGO ** (EMENDA 4 POLOS) 4MM - CINZA;PC
BORNE / CONECTOR ** WAGO ** (EMENDA 5 POLOS) 4MM - CINZA;PC
BORNE / CONECTOR ** WAGO ** (EMENDA 2 POLOS) 4MM - TRANSPARENTE;PC
BORNE / CONECTOR ** WAGO ** (EMENDA 2 POLOS) 4MM - TRANSPARENTE *GEN*;PC
BORNE / CONECTOR ** WAGO ** (EMENDA 3 POLOS) 4MM - TRANSPARENTE;PC
BORNE / CONECTOR ** WAGO ** (EMENDA 5 POLOS) 4MM - TRANSPARENTE;PC
BORNE / CONECTOR ** WAGO ** (EMENDA 2 POLOS) 6MM - CINZA;PC
BORNE / CONECTOR ** WAGO ** (EMENDA 2 POLOS) 6MM - TRANSPARENTE;PC
BORNE / CONECTOR ** WAGO ** (EMENDA 3 POLOS) 6MM - CINZA;PC
BORNE / CONECTOR ** WAGO ** (EMENDA 3 POLOS) 6MM - TRANSPARENTE;PC
BORNE / CONECTOR ** WAGO ** (EMENDA 5 POLOS) 6MM - CINZA;PC
BORNE / CONECTOR ** WAGO ** (EMENDA 5 POLOS) 6MM - TRANSPARENTE;PC
BORNE BAQUELITE 16MM2;PC
BORNE PORCELANA 2X10MM2;PC
BORNE PORCELANA 2X16MM2;PC
BORNE PORCELANA 3X10MM2;PC
BORNE PORCELANA 3X16MM2;UN
BORNE SAK - BORNE SECCIONAVEL 6MM (BTWA 3);PC
BORNE SAK COMUM 2.5MM2;PC
BORNE SAK COMUM 4.0MM2;PC
BORNE SAK COMUM 6.0MM2;PC
BORNE SAK COMUM 10.0MM2;PC
BORNE SAK COMUM 16.0MM2;PC
BORNE SAK COMUM 25.0MM2;PC
BORNE SAK COMUM 35.0MM2;PC
BORNE SAK TERRA 4.0MM2;PC
BORNE SAK TERRA 6.0MM2;PC
BORNE SAK TERRA 10.0MM2;UN
BORNE SAK - POSTE FINAL PF3-BTW;PC
BORNE SAK TAMPA 2.5 A 10 MM2;PC
BORNE SAK TAMPA 4.0MM2;PC
BORNE SAK TAMPA 16MM2;PC
BORNE SAK FLANGE DE FECH. P/BORNE 2.5MM2;PC
BORNE SAK PORTA FUSIVEL - 2.5 A 4.0 MM2;PC
BORNE SINDAL 4.0MM2;PC
BORNE SINDAL 6.0MM2;PC
BORNE SINDAL 10MM2;PC
BORNE SINDAL 16MM2;PC
BORNE SINDAL 25MM2;PC
BOTAO UNIP . LIG/DESL. SIMPLES ** TRIO ** (BR);PC
BOTAO UNIP . LIG/DESL. SIMPLES ** TRIO ** (PT);PC
BOTAO BIPOLAR C/VEDACAO PT 30223 ** MG **;PC
BOTAO BIPOLAR S/VEDACAO 30223 ** MG **;PC
BOTAO * MG * REDONDO UNIP BRANCO;PC
BOTAO * MG * REDONDO UNIP PRETO;PC
BOTAO UNIP. PUSH BUTTON - NA - MEDIO 12MM - PT;PC
BOTAO UNIP. PUSH BUTTON - NC - MEDIO 12MM - VM;PC
BOTAO UNIP. PUSH BUTTON - NC - MINI 6MM - VM;PC
BOTAO UNIP. PUSH BUTTON - NO - MINI 6MM - VD;PC
BOTAO UNIP. PUSH BUTTON - START INOX 16MM ANTIVANDALISMO;PC
BOTOEIRA - ANEL DE VEDAÇÃO 22MM - PT;PC
BOTOEIRA - ANEL REDUCAO DE 30MM P/ 22MM;PC
BOTOEIRA - BOTÃO + SINALEIRA C/ CONTATO - AM;PC
BOTOEIRA - CHAVE COMUTADORA P/ PAINEL LIG/DESL (APENAS CHAVE);PC
BOTOEIRA - CHAVE COMUTADORA P/ PAINEL LIG/DESL (C/ 1 CONTATO NA);UN
BOTOEIRA - CHAVE COMUTADORA P/ PAINEL PULSAR (APENAS CHAVE);PC
BOTOEIRA - CHAVE COMUTADORA P/ PAINEL REVERSORA (APENAS CHAVE);PC
BOTOEIRA - CHAVE COMUTADORA P/ PAINEL REVERSORA (C/ 2 CONTATOS NA + NA);PC
BOTOEIRA - COGUMELO PULSAR C/ 1 CONTATO NA;PC
BOTOEIRA - COGUMELO PULSAR S/2 CONT.;PC
BOTOEIRA - COGUMELO TRAVA GIRAT. C/ CONT. 1NF (LAY5-ES54);PC
BOTOEIRA - COGUMELO TRAVA GIRAT. S/ CONT. (LAY5-ES54);PC
BOTOEIRA - CONTATO - NA (VERDE);PC
BOTOEIRA - CONTATO - NF (VERMELHA);PC
BOTOEIRA - MANOPLA MRX RIF HSE 158-460-BU;PC
BOTOEIRA - MEDIDOR CORRENTE VOLTAGEM 22MM (DIGITAL);PC
BOTOEIRA - QUADRADA LIG/D. C/LAMPADA C/ CONTATO NA+NF (220V);PC
BOTOEIRA - QUADRADA LIG/D. S/LAMPADA C/ CONTATO 1NA + 1NF;PC
BOTOEIRA - QUADRADA LIG/D. S/LAMPADA S/ CONTATO;PC
BOTOEIRA - REDONDO 22MM **ANTIGO** C/ CONTATO - VD;PC
BOTOEIRA - REDONDO 22MM S/ CONTATO - AM;PC
BOTOEIRA - REDONDO 22MM S/ CONTATO - AZ;PC
BOTOEIRA - REDONDO 22MM S/ CONTATO - VD;PC
BOTOEIRA - REDONDO 22MM S/ CONTATO - VM;PC
BOTOEIRA - SECCIONADORA ROTATIVA RIW400-3 H;PC
BOTOEIRA - SINALEIRO 12MM ( AMARELO ) - 220V;PC
BOTOEIRA - SINALEIRO 12MM ( AZUL ) - 220V;PC
BOTOEIRA - SINALEIRO 12MM ( BRANCO ) - 220V;PC
BOTOEIRA - SINALEIRO 12MM ( VERDE ) - 220V;PC
BOTOEIRA - SINALEIRO 12MM ( VERMELHO ) - 220V;PC
BOTOEIRA - SINALEIRO 22MM ( AMARELO ) - 220V;PC
BOTOEIRA - SINALEIRO 22MM ( BRANCO ) - 220V;PC
BOTOEIRA - SINALEIRO 22MM ( VERDE ) - 220V;PC
BOTOEIRA - SINALEIRO 22MM ( VERMELHO ) - 220V;PC
BOTOEIRA - SIRENE P/PAINEL 22MM;PC
BOTOEIRA CX 2 BOTOES LIG/DESL. - LUKMA (30A-TRIFASICA);PC
BOTOEIRA CX 2 BOTOES LIG/DESL. - MARGIRIUS (30A-TRIFASICA);PC
BRACO P/ CACAMBA RETO 0.30 MT;PC
BRACO P/ CACAMBA RETO 1.00 MT;PC
BRACO P/ REFLETOR LED ML * 1MT CURVO*;PC
BRACO P/ REFLETOR LED ML * 60CM CURVO*;PC
BRACO P/ REFLETOR LED ML * 60CM CURVO* L FACHADA *;PC
BRACO P/ CHUVEIRO GALV. - 30CM;PC
BRACO P/ CHUVEIRO GALV. - 40CM;PC
BRAQUETE 2X2;PC
BRAQUETE 3X3;PC
BRAQUETE 4X4;PC
BROCA ACO RAPIDO A - 1/16 (1.5MM);PC
BROCA ACO RAPIDO B - 3/16 (5MM);UN
BROCA ACO RAPIDO B - 5/64 (2MM);UN
BROCA ACO RAPIDO C - 1/8 (3MM);PC
BROCA ACO RAPIDO D- 1/4 (6MM);PC
BROCA ACO RAPIDO E - 5/16 (8MM);PC
BROCA ACO RAPIDO F - 3/8 (10MM);PC
BROCA ACO RAPIDO G - 3/8 (12MM);PC
BROCA DE WIDIA 5MM;PC
BROCA DE WIDIA 6MM;PC
BROCA DE WIDIA 8MM;PC
BROCA DE WIDIA 8MM SDS;PC
BROCA DE WIDIA 10MM;PC
BROCA DE WIDIA 12MM;PC
BROCA DE WIDIA 12MM SDS;PC
BROCA MADEIRA - 6MM;PC
BROCA MADEIRA - 10MM;PC
BROCA MADEIRA - 13MM;UN
BROCA MADEIRA - 14MM;UN
BROCA SDS 10 X 200 MM (ENGATE RAPIDO) - WIDEA;PC
BROCA SDS 5 X 160 MM (ENGATE RAPIDO) - WIDEA;PC
BROCA SDS 8 X 110 MM (ENGATE RAPIDO) - WIDEA;PC
BTICINO THESI MODULO INT.INTERMEDIARIO;UN
BUCHA GALVANIZADA - 1 1/4;PC
BUCHA GALVANIZADA - 1/2;PC
BUCHA GALVANIZADA - 3/4;PC
BUCHA GALVANIZADA - 1 1/2;PC
BUCHA GALVANIZADA - 1;PC
BUCHA GALVANIZADA - 1 * PARA ATERRAMENTO *;PC
BUCHA GALVANIZADA - 2;PC
BUCHA GALVANIZADA - 2 1/2 *ENCOMENDA*;PC
BUCHA GALVANIZADA - 3;PC
BUCHA GALVANIZADA - 4;PC
BUCHA S 6 (GESSO);PC
BUCHA S 06 (C/ ABA);PC
BUCHA S 08 (C/ ABA);PC
BUCHA S 10 (C/ ABA);PC
BUCHA S 12 (C/ ABA);PC
BUCHA S 06 (BLOCO);PC
BUCHA S 08 (BLOCO);PC
BUCHA S 10 (BLOCO);PC
CABECOTE DE ALUMINIO - 1 1/4;PC
CABECOTE DE ALUMINIO - 1 1/2;PC
CABECOTE DE ALUMINIO - 2;PC
CABECOTE DE ALUMINIO - 3/4;PC
CABECOTE DE ALUMINIO - 1;PC
CABECOTE DE ALUMINIO - 1/2;UN
CABECOTE DE ALUMINIO - 2 1/2;PC
CABECOTE DE ALUMINIO - 3;PC
CABECOTE DE ALUMINIO - 4;PC
CABECOTE DE PVC - 1/2;PC
CABECOTE DE PVC - 3/4;PC
CABECOTE DE PVC - 1;PC
CABECOTE DE PVC - 11/4;PC
CABECOTE DE PVC - 11/2;PC
CABECOTE DE PVC - 2;PC
CABECOTE DE PVC - 3;PCT
CABECOTE DE PVC - 4;PC
CABO ALTA TENSAO 15KV ALUM. 16MM;PC
CABO ALTA TENSAO 15KV ALUM. 35MM;PC
CABO ALTA TENSAO 15KV ALUM. 50MM;MT
CABO ALTA TENSAO 15KV ALUM. 70MM;PC
CABO ALTA TENSAO 15KV ALUM. 185MM;PC
CABO ALTA TEMP. 1.5MM2 - SILICONE;MT
CABO ALTA TEMP. 2.5MM2 - SILICONE;MT
